candidate_id	checker	line	column	matcher	operator	numeric_literals	expression	source_fingerprint	source_text
numeric-14a345f6f9dc6773d05c12ba27fc07d8da5bc505f49ac79380b26474ffccb6ab	evaluation/standards-effectiveness/verify-milestone-7-final-source-closure-plan.sh	80	4	shell-numeric	-eq	11	"""$retain_count"" -eq 11"	5401b60c5617705fe3decc6d33d4d4626530b3e3d06e02a4323922ea851b5b19	"[[ ""$retain_count"" -eq 11 ]]"
numeric-434805c2dc5381beeea9befc9336cc404ee509029223b51cef7b3550d34e7a30	evaluation/standards-effectiveness/verify-milestone-7-final-source-closure-plan.sh	81	4	shell-numeric	-eq	16	"""$rewrite_count"" -eq 16"	fe8bff256b56261e5ea5fc0d42948c2c050626ea8c044715437a8463d156c0e6	"[[ ""$rewrite_count"" -eq 16 ]]"
numeric-1e643c0bb6d6466f1e00c26ac82b7a1ce04d32397b2805d2b7835c3888296cab	evaluation/standards-effectiveness/verify-milestone-7-final-source-closure-plan.sh	82	4	shell-numeric	-eq	0	"""$delete_count"" -eq 0"	af3ad7ff83ea399e5194e6c682d0180857514dec387bd5e8e310d4e7a2c42512	"[[ ""$delete_count"" -eq 0 ]]"
numeric-88951faf6e31ef7398754251d9d4a650df2b151cc00980baa36260c55d16f08c	evaluation/standards-effectiveness/verify-milestone-7-final-source-closure-plan.sh	85	4	symbolic-numeric	>	1	NR > 1	52487ae62325d3f5e3f5471e7675f2dd130777f08c05c36c86012bf952257985	"  'NR > 1 && ($2 == ""standard"" || $2 == ""profile"") { print $1 }' \"
numeric-2b8de508d65d5cf125eca9d0fa97a0a72b9a9d3294b1a340db0d122585be7439	evaluation/standards-effectiveness/verify-milestone-7-final-source-closure-plan.sh	87	34	symbolic-numeric	>	1	NR > 1	c4ed026605a7c2ee66fe017c29a4b448a2cdc52a680432bc5aa610d27ecebca1	"manifest_sources=""$(awk -F '\t' 'NR > 1 { print $2 }' ""$MANIFEST"" | LC_ALL=C sort)"""
numeric-a87040ecf44ad07d315ced6b27964b44a8965ec1a8448b3985068661acf8f83a	evaluation/standards-effectiveness/verify-milestone-7-final-source-closure-plan.sh	110	26	shell-numeric	-eq	37	""")"" -eq 37"	829557da75d34a3a7f1802477db9ca9bc131c3afa7f88adbd609d1f6ef25968c	"[[ ""$(wc -l < ""$OWNER_MAP"")"" -eq 37 ]]"
numeric-d66fc4aa232899eff32b7d38d1c7f1f15b26397ab213e7578f7e127fec4236fe	evaluation/standards-effectiveness/verify-milestone-7-final-source-closure-plan.sh	111	29	shell-numeric	-eq	917	""")"" -eq 917"	e6facb87693e200d617b4279eec3efebb7f0ee38caf7e75ab1f71f6c58e4849b	"[[ ""$(wc -l < ""$DISPOSITIONS"")"" -eq 917 ]]"
numeric-0945020ec5173694783737c49ca44397188a485168e19e446e516f9906dac7ee	evaluation/standards-effectiveness/verify-milestone-7-independent-trust-replan.sh	41	4	shell-numeric	-eq	0	"""$next_dispositions"" -eq 0"	dda599dd4e433dff4991375501ee8aaf4dba63b3ecd0af02d2e79c07843d3616	"[[ ""$next_dispositions"" -eq 0 ]]"
numeric-75ccaf11a20d7ae28bd1746796e426e2adfc40062e213beb5f98a94377998e8d	evaluation/standards-effectiveness/verify-milestone-7-independent-trust-replan.sh	67	4	shell-numeric	-le	589	"""$global_remaining"" -le 589"	9c5407e47188d6bf0d9713a1bd30cb860300fb9dc6645f064e8d2a8bfd1f1f48	"[[ ""$global_remaining"" -le 589 ]]"
numeric-292e5e5da981d91f38005cc5fee2c5254fce5d40f8778ec39570f4c41fa7c6c0	evaluation/standards-effectiveness/verify-milestone-7-independent-trust-replan.sh	68	4	shell-numeric	-le	28	"""$remaining_source_count"" -le 28"	38622e6f27c27c452682842cf17895a8bc180670f55523427891626fa3fbb26d	"[[ ""$remaining_source_count"" -le 28 ]]"
numeric-0baf1abd47e45679f3d9fdfea7bb75be3f314debc094315f0494245747b80571	evaluation/standards-effectiveness/verify-milestone-7-independent-trust-replan.sh	69	4	shell-numeric	-le	27	"""$remaining_owner_count"" -le 27"	0ddbf0398b9c2e541e73a7abe2f01564debb4c875c3a4b0347230c1adeb47542	"[[ ""$remaining_owner_count"" -le 27 ]]"
numeric-55816819ff173d6dbfad18a58c0104a6792e76ce385d365cf3e860195cf80637	evaluation/standards-effectiveness/verify-milestone-7-independent-trust-replan.sh	75	4	shell-numeric	-le	13	"""$missing_owners"" -le 13"	433fd53fe0a2ea08107b711eef8d4017df0700ecef8690a1b1aa47f03b903e3e	"[[ ""$missing_owners"" -le 13 ]]"
numeric-b11543f48bc3c8b887470d706c7c4f90fb49c69f3b7a8f3a5a7daf7aaedbc015	evaluation/standards-effectiveness/verify-milestone-7-independent-trust-replan.sh	85	4	shell-numeric	-eq	61	"""${#f048_baseline_ids[@]}"" -eq 61"	888f9fc497e08cc6a9349136b713f557bdca128f66b01fdf60df0d80b607ca35	"[[ ""${#f048_baseline_ids[@]}"" -eq 61 ]]"
numeric-6ebfa76e773c83192a26823109476354e87f10ef1134878c1ec4e82297a0529a	evaluation/standards-effectiveness/verify-milestone-7-independent-trust-replan.sh	150	4	shell-numeric	-eq	61	"""$baseline_trust_total"" -eq 61"	e7a02b85d666c05841aa905fb08bf78c3aa66e6f6f002d73fcddfd168974af93	"[[ ""$baseline_trust_total"" -eq 61 ]]"
numeric-8e04e3d33c7ed8ad80613ff7ad4d9e12ccadcb6e8cb64e9fecf8f0a4849c2bda	evaluation/standards-effectiveness/verify-milestone-7-independent-trust-replan.sh	151	4	shell-numeric	-eq	6	"""$owner_groups"" -eq 6"	cb96fbc382e0492f4410fe45f996747d072203dcd13898a5751fcf4737e20920	"[[ ""$owner_groups"" -eq 6 ]]"
numeric-91a7e84c80841ba795a605072f772e30f65083a51738c6ce070e7cc37a0a7791	evaluation/standards-effectiveness/verify-milestone-7-independent-trust-replan.sh	173	4	shell-numeric	-eq	0	"""$row_count"" -eq 0"	6406a70fcf6808add633ce7f90e6ca64b5c3843a93696c84f46340b6ed267e68	"[[ ""$row_count"" -eq 0 ]]"
numeric-90b3c5910e67c26d7354f5f8048ea0e2844f13674edd4bd52cf7920dbbd87130	evaluation/standards-effectiveness/verify-milestone-7-row-13-decomposition.sh	19	16	symbolic-numeric	==	13	$1 == 13	22163eff4c23efdcb7efbd04b2197b9dfb740c1e669de7c14dab09a23056795b	  awk -F '\t' '$1 == 13 {
numeric-82334404e8151f88bb2137ad168deb0a2b90f15ee0a963fa3370a0048f2da33b	evaluation/standards-effectiveness/verify-milestone-7-row-13-decomposition.sh	27	16	symbolic-numeric	==	13	$1 == 13	22163eff4c23efdcb7efbd04b2197b9dfb740c1e669de7c14dab09a23056795b	  awk -F '\t' '$1 == 13 {
numeric-542b51a7735cfe67d4fa22b54d094b7dd05644dd876c5992b6740662fb1adb34	evaluation/standards-effectiveness/verify-milestone-7-row-13-decomposition.sh	35	16	symbolic-numeric	>	1	NR > 1	03f41e682105e368e67c17ff122b12cce13822565e250237131d143cd04d935d	"  awk -F '\t' 'NR > 1 && $1 >= ""STD-0273"" && $1 <= ""STD-0279"" {"
numeric-545b8f742ff70aae69c143a509057d94941f8abc51069cad8495262027579ab2	evaluation/standards-effectiveness/verify-milestone-7-row-13-decomposition.sh	42	16	symbolic-numeric	==	13	$1 == 13	22163eff4c23efdcb7efbd04b2197b9dfb740c1e669de7c14dab09a23056795b	  awk -F '\t' '$1 == 13 {
numeric-9a4c7a8ff284372f756b0157533a5b5e271b696129ea43a07ba282b17dc31780	evaluation/standards-effectiveness/verify-milestone-7-row-14-decomposition.sh	20	16	symbolic-numeric	==	14	$1 == 14	8e928fcd7158b678c46337d9b125e2ae250ec655c6ca901cca6c181abb0a2252	  awk -F '\t' '$1 == 14 {
numeric-d9e2b517b2e4f6dea1be59516daac3f3cfa7150c87ba4e34c494434b620cb102	evaluation/standards-effectiveness/verify-milestone-7-row-14-decomposition.sh	28	16	symbolic-numeric	==	14	$1 == 14	8e928fcd7158b678c46337d9b125e2ae250ec655c6ca901cca6c181abb0a2252	  awk -F '\t' '$1 == 14 {
numeric-43aa3f88f2d109fae987818835181f4a56fd1ccd50e756070438272bcc71f36c	evaluation/standards-effectiveness/verify-milestone-7-row-14-decomposition.sh	42	16	symbolic-numeric	>	1	NR > 1	1f8f171cb75bc6dfed724ded26639dae0cac414fe7a35512c25558d8b5df2380	"  awk -F '\t' 'NR > 1 && $1 >= ""STD-0487"" && $1 <= ""STD-0512"" {"
numeric-a4f00b5648c41ddc845b57c117e82c828184a4f841704d9b04aa1996da6425dd	evaluation/standards-effectiveness/verify-milestone-7-row-14-decomposition.sh	49	16	symbolic-numeric	==	14	$1 == 14	8e928fcd7158b678c46337d9b125e2ae250ec655c6ca901cca6c181abb0a2252	  awk -F '\t' '$1 == 14 {
numeric-c90597ddd0a2b7de9385f4b191fd58c435c9bd89a6df9c0079d4d3c42797d921	evaluation/standards-effectiveness/verify-milestone-7-row-15-decomposition.sh	6	33	symbolic-numeric	==	15	$1==15	7442a2eb41e6678c7a2cde1f3034de2efee1566b3ed5e6403e0e41cf7f877462	"mapfile -t ids < <(awk -F '\t' '$1==15{n=split($3,a,"","");for(i=1;i<=n;i++)print a[i]}' ""$O"" | sort)"
numeric-5d618e58d70f208315940780b4dd1da2fce3f7da86cdae2ded9c1128e65c8feb	evaluation/standards-effectiveness/verify-milestone-7-row-15-decomposition.sh	9	20	symbolic-numeric	==	15	$1==15	7068b49614e922946d9f83862b90cc65816d4f306de203293377e0416926340b	"[[ ""$(awk -F '\t' '$1==15{n++}END{print n+0}' ""$O"")"" -eq 15 ]]"
numeric-97a19c066adc6db22bc7dd68207aec89f84cdd45aea61960ec7bac6fa1a7fd62	evaluation/standards-effectiveness/verify-milestone-7-row-15-decomposition.sh	9	50	shell-numeric	-eq	15	""")"" -eq 15"	7068b49614e922946d9f83862b90cc65816d4f306de203293377e0416926340b	"[[ ""$(awk -F '\t' '$1==15{n++}END{print n+0}' ""$O"")"" -eq 15 ]]"
numeric-b9f208b3af06528faf40bc344a19e03605ee732f92fa307ce38dd93012b705fa	evaluation/standards-effectiveness/verify-milestone-7-row-18-decomposition.sh	27	16	symbolic-numeric	==	18	$1 == 18	bbc9da9d256a4f1f76615c6dbc5d30299fd902fb66e4b86c5f05dc136b931591	  awk -F '\t' '$1 == 18 {
numeric-f550a4b36482493d13d52f73254165377764a22d7957d37485cf15c23a07b5b5	evaluation/standards-effectiveness/verify-milestone-7-row-18-decomposition.sh	35	16	symbolic-numeric	==	18	$1 == 18	bbc9da9d256a4f1f76615c6dbc5d30299fd902fb66e4b86c5f05dc136b931591	  awk -F '\t' '$1 == 18 {
numeric-b950b404efd1beb914d1c7ffdc5a32326ef029904518279729342e28d8707e32	evaluation/standards-effectiveness/verify-milestone-7-row-20-decomposition.sh	12	16	symbolic-numeric	==	20	$1 == 20	e2dbfd228bb0b967357e85fdb866838c5ba126d02e2c3a60f74f359b68450fd0	  awk -F '\t' '$1 == 20 {
numeric-4809a04ead4ac07a5e31cee95deed451effc7c39d09b108c5a452630497f67ba	evaluation/standards-effectiveness/verify-milestone-7-row-20-decomposition.sh	19	20	symbolic-numeric	==	20	$1 == 20	27be6a4f5adfb3485ee9ded4598e7a1cb1944e06040dea406bc99df3f520829c	"[[ ""$(awk -F '\t' '$1 == 20 {print $2}' ""$OVERLAY"" | paste -sd ' ' -)"" == '1 2 3 4 5 6' ]]"
numeric-8363debb462e7d2c81c211aa15502434e2a40ee4f7cc053639828c4bf1bf8ef7	evaluation/standards-effectiveness/verify-milestone-7-row-20-decomposition.sh	20	20	symbolic-numeric	==	20	$1 == 20	51b8640b00152c6d3c7dcf537d7fa97cacc674fc4f6b5032b67379e61d8a0e5b	"[[ ""$(awk -F '\t' '$1 == 20 && NF != 10 {n++} END {print n+0}' ""$OVERLAY"")"" -eq 0 ]]"
numeric-9af4be6251e6a5e326feae71edb8248c994ed0dd2a9dbce976b916f095ffa49e	evaluation/standards-effectiveness/verify-milestone-7-row-20-decomposition.sh	20	32	symbolic-numeric	!=	10	NF != 10	51b8640b00152c6d3c7dcf537d7fa97cacc674fc4f6b5032b67379e61d8a0e5b	"[[ ""$(awk -F '\t' '$1 == 20 && NF != 10 {n++} END {print n+0}' ""$OVERLAY"")"" -eq 0 ]]"
numeric-83484fd79d1fba882d56de7c56d77c47b1837b0ad96be9e26c3bf51ad879d999	evaluation/standards-effectiveness/verify-milestone-7-row-20-decomposition.sh	20	73	shell-numeric	-eq	0	""")"" -eq 0"	51b8640b00152c6d3c7dcf537d7fa97cacc674fc4f6b5032b67379e61d8a0e5b	"[[ ""$(awk -F '\t' '$1 == 20 && NF != 10 {n++} END {print n+0}' ""$OVERLAY"")"" -eq 0 ]]"
numeric-5bfc25b8535d96878b13aba862660fe642258feef0da08778518b89c2e12673f	evaluation/standards-effectiveness/verify-milestone-7-row-20-decomposition.sh	22	39	symbolic-numeric	>	1	NR > 1	cff9ff826adf8028ae53cead900d0c6fd6a4b7457d2f46f5bfb8fe08fb835e25	"mapfile -t validated < <(awk -F '\t' 'NR > 1 {print $1}' ""$VALIDATION"")"
numeric-f863b090cdc44909bbcf0687bbaab9121de335b9488da94b0dcf0514e1c1dae7	evaluation/standards-effectiveness/verify-milestone-7-row-20-decomposition.sh	24	20	symbolic-numeric	>	1	NR > 1	1c4d9eb1e69faf59e0950e2a2d2aa0b022f62ae4fb395c1c1abf2bfbe42d89d0	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 4 {n++} END {print n+0}' ""$VALIDATION"")"" -eq 0 ]]"
numeric-c947ca33c51ed6871daf2180d6d4cc3ff20957dfb5238f7dcd0b3d645c5dd0a7	evaluation/standards-effectiveness/verify-milestone-7-row-20-decomposition.sh	24	30	symbolic-numeric	!=	4	NF != 4	1c4d9eb1e69faf59e0950e2a2d2aa0b022f62ae4fb395c1c1abf2bfbe42d89d0	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 4 {n++} END {print n+0}' ""$VALIDATION"")"" -eq 0 ]]"
numeric-e9589b112f65efa676b9bf62a7d148e83fe2cfe225fe9d62d849cfe7d464eb07	evaluation/standards-effectiveness/verify-milestone-7-row-20-decomposition.sh	24	73	shell-numeric	-eq	0	""")"" -eq 0"	1c4d9eb1e69faf59e0950e2a2d2aa0b022f62ae4fb395c1c1abf2bfbe42d89d0	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 4 {n++} END {print n+0}' ""$VALIDATION"")"" -eq 0 ]]"
numeric-2a244f658152dda63911ec498349e34932faf9f198b43743d0d67b6652dfc07b	evaluation/standards-effectiveness/verify-milestone-7-row-20-decomposition.sh	25	69	shell-numeric	-eq	1	""")"" -eq 1"	19c34153089c082032d1d5642e6787ac86c2fcfa0a7d80d1f56f69f57cc0801a	"[[ ""$(awk -F '\t' '$3 == ""index"" {n++} END {print n+0}' ""$VALIDATION"")"" -eq 1 ]]"
numeric-5d2d833241501e1bd06e9257381856dadeddfb8599c3c05a477f31c006717f31	evaluation/standards-effectiveness/verify-milestone-7-row-20-decomposition.sh	26	70	shell-numeric	-eq	2	""")"" -eq 2"	88686861633642edee60467ff2735891f1b791e0c9e881b947fce78e9e7c4fd6	"[[ ""$(awk -F '\t' '$3 == ""refine"" {n++} END {print n+0}' ""$VALIDATION"")"" -eq 2 ]]"
numeric-10896d14c456b8d03cfe262a90d1c7f5c81a7c15adb1b5cde8a91ce7eb3b0e3d	evaluation/standards-effectiveness/verify-milestone-7-row-20-decomposition.sh	27	69	shell-numeric	-eq	8	""")"" -eq 8"	0a427a6376215206310275428b940790865aff9e1fb9bcead9db178f19ed3758	"[[ ""$(awk -F '\t' '$3 == ""split"" {n++} END {print n+0}' ""$VALIDATION"")"" -eq 8 ]]"
numeric-3aa3170e83be631a9b58c69798fb46496e88cf1174897f73a8a9bc6879a7302b	evaluation/standards-effectiveness/verify-milestone-7-row-21-decomposition.sh	11	33	symbolic-numeric	==	21	$1 == 21	566744cc3acea2db3b74c602be3e73a5fe2c002b565dbdb10ddc49127870fb9d	mapfile -t ids < <(awk -F '\t' '$1 == 21 {
numeric-9e7b9823cec386751effe702a22454e160376402ab043f187afedae8c4dd612d	evaluation/standards-effectiveness/verify-milestone-7-row-21-decomposition.sh	16	20	symbolic-numeric	==	21	$1 == 21	233a20fceef47f625178350a0f6b67d381dedfb9cf1166e7bd539b95f3d20180	"[[ ""$(awk -F '\t' '$1 == 21 {print $2}' ""$OVERLAY"" | paste -sd ' ' -)"" == '1 2 3 4 5 6 7' ]]"
numeric-c38e88b36b885defeafe8d159e9182dcbd0ed0d2604f30f1c7bd3b4f85d540b5	evaluation/standards-effectiveness/verify-milestone-7-row-21-decomposition.sh	17	20	symbolic-numeric	==	21	$1 == 21	b344b0e55c69ce53b3127f96532b22955fe20c6701082193812d1ab4e76c292c	"[[ ""$(awk -F '\t' '$1 == 21 && NF != 10 {n++} END {print n+0}' ""$OVERLAY"")"" -eq 0 ]]"
numeric-ba28df5cd7cce3f8e0d88420046370f494e508ed24a394dc9df033312b2cdd01	evaluation/standards-effectiveness/verify-milestone-7-row-21-decomposition.sh	17	32	symbolic-numeric	!=	10	NF != 10	b344b0e55c69ce53b3127f96532b22955fe20c6701082193812d1ab4e76c292c	"[[ ""$(awk -F '\t' '$1 == 21 && NF != 10 {n++} END {print n+0}' ""$OVERLAY"")"" -eq 0 ]]"
numeric-056571006c3662849131f5c5b132a78851f5b443bcc7f45ac033d9c8d9ac5809	evaluation/standards-effectiveness/verify-milestone-7-row-21-decomposition.sh	17	73	shell-numeric	-eq	0	""")"" -eq 0"	b344b0e55c69ce53b3127f96532b22955fe20c6701082193812d1ab4e76c292c	"[[ ""$(awk -F '\t' '$1 == 21 && NF != 10 {n++} END {print n+0}' ""$OVERLAY"")"" -eq 0 ]]"
numeric-2ba43aa5e4a7f0f70c03ce6f929756206a8d7e356c38f047cb9b8227b8c3edb0	evaluation/standards-effectiveness/verify-milestone-7-row-21-decomposition.sh	19	39	symbolic-numeric	>	1	NR > 1	cff9ff826adf8028ae53cead900d0c6fd6a4b7457d2f46f5bfb8fe08fb835e25	"mapfile -t validated < <(awk -F '\t' 'NR > 1 {print $1}' ""$VALIDATION"")"
numeric-194782bfeee08bf77b4bfb2f9208d30bc25213362630d2e2a598e7392ea1aae2	evaluation/standards-effectiveness/verify-milestone-7-row-21-decomposition.sh	21	20	symbolic-numeric	>	1	NR > 1	1c4d9eb1e69faf59e0950e2a2d2aa0b022f62ae4fb395c1c1abf2bfbe42d89d0	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 4 {n++} END {print n+0}' ""$VALIDATION"")"" -eq 0 ]]"
numeric-df097d4382dccea0dbd84591b44d4d987138c20d152a16ed6ee0cdc6450d95a8	evaluation/standards-effectiveness/verify-milestone-7-row-21-decomposition.sh	21	30	symbolic-numeric	!=	4	NF != 4	1c4d9eb1e69faf59e0950e2a2d2aa0b022f62ae4fb395c1c1abf2bfbe42d89d0	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 4 {n++} END {print n+0}' ""$VALIDATION"")"" -eq 0 ]]"
numeric-b1b16a7c149475c6dfa74fd50f94c841d22fb51f5df17fb8e15f5062d3a5ab36	evaluation/standards-effectiveness/verify-milestone-7-row-21-decomposition.sh	21	73	shell-numeric	-eq	0	""")"" -eq 0"	1c4d9eb1e69faf59e0950e2a2d2aa0b022f62ae4fb395c1c1abf2bfbe42d89d0	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 4 {n++} END {print n+0}' ""$VALIDATION"")"" -eq 0 ]]"
numeric-d8c05b774490b96338abfc51fddd362693355069e674891810cc9e056c32d4c7	evaluation/standards-effectiveness/verify-milestone-7-row-21-decomposition.sh	22	69	shell-numeric	-eq	1	""")"" -eq 1"	19c34153089c082032d1d5642e6787ac86c2fcfa0a7d80d1f56f69f57cc0801a	"[[ ""$(awk -F '\t' '$3 == ""index"" {n++} END {print n+0}' ""$VALIDATION"")"" -eq 1 ]]"
numeric-c62fb29825c599ee2c110e4ee555bb436e3046af0f3de75cc4e297bfbbe45771	evaluation/standards-effectiveness/verify-milestone-7-row-21-decomposition.sh	23	69	shell-numeric	-eq	6	""")"" -eq 6"	93643f64f6bd3e61258d8fea86aa49e722b05165c9bc977540b1c1cd41b43a97	"[[ ""$(awk -F '\t' '$3 == ""split"" {n++} END {print n+0}' ""$VALIDATION"")"" -eq 6 ]]"
numeric-0f1809f13ab0c953e3b9667f6605109bc1b79e45d17755a4e7c548a002b09753	evaluation/standards-effectiveness/verify-milestone-7-row-21-decomposition.sh	24	68	shell-numeric	-eq	14	""")"" -eq 14"	a60679d3e74c7cf9700b33b8a1ea8520511295ea749ccf4d8e8714cade23b9d1	"[[ ""$(awk -F '\t' '$3 == ""move"" {n++} END {print n+0}' ""$VALIDATION"")"" -eq 14 ]]"
numeric-7e8ac3f3f40f1b64612c833f8305a2e1d7f8414eac339647cfca205be1f0cd3d	evaluation/standards-effectiveness/verify-milestone-7-row-22-decomposition.sh	8	33	symbolic-numeric	==	22	$1 == 22	1c540ec54966bc96ba18a6c618bb41f128684fbf08f1f97fb6842f9400c7b117	"mapfile -t ids < <(awk -F '\t' '$1 == 22 {n=split($3,a,"",""); for(i=1;i<=n;i++) print a[i]}' ""$OVERLAY"" | sort)"
numeric-c95bff3f2dc0fd89513175a8e6e45df45710b9c23a71eab4261c4c48bd627326	evaluation/standards-effectiveness/verify-milestone-7-row-22-decomposition.sh	10	20	symbolic-numeric	==	22	$1 == 22	f510ede0f9af26ea82a01829d922bf06d138b0c810e33b600822496259cf63d6	"[[ ""$(awk -F '\t' '$1 == 22 {print $2}' ""$OVERLAY"" | paste -sd ' ' -)"" == '1 2 3 4 5 6 7' ]]"
numeric-9881c2bb3599e7e21fcb638a218b1fa591d854dfa515b0fac906dc0b7c235b92	evaluation/standards-effectiveness/verify-milestone-7-row-22-decomposition.sh	11	20	symbolic-numeric	==	22	$1 == 22	d7f4a4114b92c6bb10ff6aeae8c7519eaf39ba3aece454dde1ba8290539d2e38	"[[ ""$(awk -F '\t' '$1 == 22 && NF != 10 {n++} END {print n+0}' ""$OVERLAY"")"" -eq 0 ]]"
numeric-42ffa0ca82af1faa9bd089faf71d1607c08fd49884872f07bd2d3af98c7e2ad1	evaluation/standards-effectiveness/verify-milestone-7-row-22-decomposition.sh	11	32	symbolic-numeric	!=	10	NF != 10	d7f4a4114b92c6bb10ff6aeae8c7519eaf39ba3aece454dde1ba8290539d2e38	"[[ ""$(awk -F '\t' '$1 == 22 && NF != 10 {n++} END {print n+0}' ""$OVERLAY"")"" -eq 0 ]]"
numeric-1d1f580b691f7ecb0882d28faf9b1ad655768fe5117b9883b58ffdc8c4529f45	evaluation/standards-effectiveness/verify-milestone-7-row-22-decomposition.sh	11	73	shell-numeric	-eq	0	""")"" -eq 0"	d7f4a4114b92c6bb10ff6aeae8c7519eaf39ba3aece454dde1ba8290539d2e38	"[[ ""$(awk -F '\t' '$1 == 22 && NF != 10 {n++} END {print n+0}' ""$OVERLAY"")"" -eq 0 ]]"
numeric-61955427a90fc9311982a1ff873ccb13fc6860cc9983dc25f411f22ab342910b	evaluation/standards-effectiveness/verify-milestone-7-row-22-decomposition.sh	12	39	symbolic-numeric	>	1	NR>1	44e77192c06463eef217411c19e97832eb31d6cead47ba03f5426189233ab4fb	"mapfile -t validated < <(awk -F '\t' 'NR>1 {print $1}' ""$VALIDATION"")"
numeric-f4b35e0950fe4868d5e29c42baaa743490218be3db00f0ecb799dbea801b9702	evaluation/standards-effectiveness/verify-milestone-7-row-22-decomposition.sh	14	20	symbolic-numeric	>	1	NR>1	4c656ec24e9ce05ca9579537d8e4a4c8880fa6d352affaa32d192344e081ffe2	"[[ ""$(awk -F '\t' 'NR>1 && NF!=4 {n++} END {print n+0}' ""$VALIDATION"")"" -eq 0 ]]"
numeric-bd0457075fa0d16d4847c7e11a7e2040bff6e9ba6ff4a595543e316b0a83eae7	evaluation/standards-effectiveness/verify-milestone-7-row-22-decomposition.sh	14	28	symbolic-numeric	!=	4	NF!=4	4c656ec24e9ce05ca9579537d8e4a4c8880fa6d352affaa32d192344e081ffe2	"[[ ""$(awk -F '\t' 'NR>1 && NF!=4 {n++} END {print n+0}' ""$VALIDATION"")"" -eq 0 ]]"
numeric-3170ea049c28f6a8aaf447cdcdf3599de7c7b5be33bbb9debea549a669360cd6	evaluation/standards-effectiveness/verify-milestone-7-row-22-decomposition.sh	14	69	shell-numeric	-eq	0	""")"" -eq 0"	4c656ec24e9ce05ca9579537d8e4a4c8880fa6d352affaa32d192344e081ffe2	"[[ ""$(awk -F '\t' 'NR>1 && NF!=4 {n++} END {print n+0}' ""$VALIDATION"")"" -eq 0 ]]"
numeric-0177a74b8c0033664d8002bf3bab56ef9d796ae76ea20732b38d7c44e201b65a	evaluation/standards-effectiveness/verify-milestone-7-row-22-decomposition.sh	15	67	shell-numeric	-eq	1	""")"" -eq 1"	fffb57e4ac918cfcf3b6e7f2fe8595a8ebc56aac1206953047b45727a1c777e3	"[[ ""$(awk -F '\t' '$3==""index"" {n++} END {print n+0}' ""$VALIDATION"")"" -eq 1 ]]"
numeric-dc0702b96da1e1753320d54858fae5630868c21a7fe8005a20455eecfcd66131	evaluation/standards-effectiveness/verify-milestone-7-row-22-decomposition.sh	16	67	shell-numeric	-eq	6	""")"" -eq 6"	8dd490141deb1e0c0d30ed724ffd7c061570d14c1b19f5cf74d6b2eecefb11ba	"[[ ""$(awk -F '\t' '$3==""split"" {n++} END {print n+0}' ""$VALIDATION"")"" -eq 6 ]]"
numeric-a5aba9c3b29ac9cc2de6fe0cbb5ac599bff244eb98a3dbf2c131486407ea7e5a	evaluation/standards-effectiveness/verify-milestone-7-row-22-decomposition.sh	17	66	shell-numeric	-eq	4	""")"" -eq 4"	e4f0e3df7b345666d77efedf156f1d11ce91c0ec8108274d9afc076210f1adcf	"[[ ""$(awk -F '\t' '$3==""move"" {n++} END {print n+0}' ""$VALIDATION"")"" -eq 4 ]]"
numeric-e18baaac9a495686e09633bc0caa8b4d4ccb565298858d5ebf652d7b3f35060d	evaluation/standards-effectiveness/verify-milestone-7-row-23-decomposition.sh	4	33	symbolic-numeric	==	23	$1==23	5c299c0944562d01e3ba9d4de2e27344f72a111ba3057dc6a1a3c0583242ed06	"mapfile -t ids < <(awk -F '\t' '$1==23{n=split($3,a,"","");for(i=1;i<=n;i++)print a[i]}' ""$O""|sort);expected=(STD-{0831..0842});[[ ""${ids[*]}"" == ""${expected[*]}"" ]]"
numeric-906c447ca1cd3ac0538708b7ee190a8f14c85221fc6db8524ed410fe63e51e16	evaluation/standards-effectiveness/verify-milestone-7-row-23-decomposition.sh	5	20	symbolic-numeric	==	23	$1==23	583cfafc09489714507a8a55e8f42d235bbd1e5d317dcc096ec50a7aaf226f21	"[[ ""$(awk -F '\t' '$1==23{print $2}' ""$O""|paste -sd ' ' -)"" == '1 2 3 4 5 6 7 8 9 10 11 12' ]]"
numeric-07efb64c55d58cd60cc845afb51c62b533ed99e124a1173a9997335ca2659e91	evaluation/standards-effectiveness/verify-milestone-7-row-23-decomposition.sh	6	20	symbolic-numeric	==	23	$1==23	52b78d5821ea978e892f44cbaf5c3ea396d9a98383eadd79cf0d572524671270	"[[ ""$(awk -F '\t' '$1==23&&NF!=10{n++}END{print n+0}' ""$O"")"" -eq 0 ]]"
numeric-41d2c6354ba5f321e17c7ae59b1de2f3ce3c409246b48584f4ba0b9a94e81c24	evaluation/standards-effectiveness/verify-milestone-7-row-23-decomposition.sh	6	28	symbolic-numeric	!=	10	NF!=10	52b78d5821ea978e892f44cbaf5c3ea396d9a98383eadd79cf0d572524671270	"[[ ""$(awk -F '\t' '$1==23&&NF!=10{n++}END{print n+0}' ""$O"")"" -eq 0 ]]"
